build_bytes, build_time_ms, checked_result, gpu_resident_bytes, i_key_range, i_key_size, i_log_build_size, i_log_key_range_factor, i_log_num_batches, i_log_probe_size, i_log_range_query_size, i_runs, i_sort_insert, i_sort_probe,       i_type, i_value_size, probe_time_ms, sort_time_ms
 1288923007,         5.567,              1,          613567872,   134217728,         32,               25,                      2,                 0,               27,                      0,      5,             0,            0,  b_link_tree,           32,        85.544,        0.000
 1288923007,         5.566,              1,          613567872,   536870912,         32,               25,                      4,                 0,               27,                      0,      5,             0,            0,  b_link_tree,           32,        82.995,        0.000
 1288923007,         5.567,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               27,                      0,      5,             0,            0,  b_link_tree,           32,        82.393,        0.000
 1288923007,         5.555,              1,          613567872,    33554432,         32,               25,                      0,                 0,               27,                      0,      5,             0,            1,  b_link_tree,           32,        63.624,       14.594
 1288923007,         5.565,              1,          613567872,   134217728,         32,               25,                      2,                 0,               27,                      0,      5,             0,            1,  b_link_tree,           32,        63.051,       14.603
 1288923007,         5.565,              1,          613567872,   536870912,         32,               25,                      4,                 0,               27,                      0,      5,             0,            1,  b_link_tree,           32,        62.545,       14.604
 1288923007,         5.572,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               27,                      0,      5,             0,            1,  b_link_tree,           32,        62.570,       14.629
 1288923007,         5.564,              1,          613567872,    33554432,         32,               25,                      0,                 0,               27,                      2,      5,             0,            0,  b_link_tree,           32,       161.168,        0.000
 1288923007,         5.564,              1,          613567872,   134217728,         32,               25,                      2,                 0,               27,                      2,      5,             0,            0,  b_link_tree,           32,        98.987,        0.000
 1288923007,         5.567,              1,          613567872,   536870912,         32,               25,                      4,                 0,               27,                      2,      5,             0,            0,  b_link_tree,           32,        86.245,        0.000
 1288923007,         5.575,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               27,                      2,      5,             0,            0,  b_link_tree,           32,        83.291,        0.000
 1288923007,         5.564,              1,          613567872,    33554432,         32,               25,                      0,                 0,               27,                      2,      5,             0,            1,  b_link_tree,           32,        76.035,       14.613
 1288923007,         5.566,              1,          613567872,   134217728,         32,               25,                      2,                 0,               27,                      2,      5,             0,            1,  b_link_tree,           32,        66.619,       14.604
 1288923007,         5.565,              1,          613567872,   536870912,         32,               25,                      4,                 0,               27,                      2,      5,             0,            1,  b_link_tree,           32,        63.745,       14.594
 1288923007,         5.573,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               27,                      2,      5,             0,            1,  b_link_tree,           32,        62.808,       14.634
 1288923007,         5.563,              1,          613567872,    33554432,         32,               25,                      0,                 0,               27,                      4,      5,             0,            0,  b_link_tree,           32,       426.112,        0.000
 1288923007,         5.565,              1,          613567872,   134217728,         32,               25,                      2,                 0,               27,                      4,      5,             0,            0,  b_link_tree,           32,       163.414,        0.000
 1288923007,         5.568,              1,          613567872,   536870912,         32,               25,                      4,                 0,               27,                      4,      5,             0,            0,  b_link_tree,           32,        99.788,        0.000
 1288923007,         5.573,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               27,                      4,      5,             0,            0,  b_link_tree,           32,        86.600,        0.000
 1288923007,         5.564,              1,          613567872,    33554432,         32,               25,                      0,                 0,               27,                      4,      5,             0,            1,  b_link_tree,           32,        91.270,       14.614
 1288923007,         5.566,              1,          613567872,   134217728,         32,               25,                      2,                 0,               27,                      4,      5,             0,            1,  b_link_tree,           32,        76.837,       14.625
 1288923007,         5.568,              1,          613567872,   536870912,         32,               25,                      4,                 0,               27,                      4,      5,             0,            1,  b_link_tree,           32,        67.637,       14.618
 1288923007,         5.571,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               27,                      4,      5,             0,            1,  b_link_tree,           32,        64.169,       14.632
 1288923007,         5.561,              1,          613567872,    33554432,         32,               25,                      0,                 0,               27,                      6,      5,             0,            0,  b_link_tree,           32,      1454.746,        0.000
 1288923007,         5.563,              1,          613567872,   134217728,         32,               25,                      2,                 0,               27,                      6,      5,             0,            0,  b_link_tree,           32,       428.395,        0.000
 1288923007,         5.563,              1,          613567872,   536870912,         32,               25,                      4,                 0,               27,                      6,      5,             0,            0,  b_link_tree,           32,       164.014,        0.000
 1288923007,         5.570,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               27,                      6,      5,             0,            0,  b_link_tree,           32,       100.033,        0.000
 1288923007,         5.557,              1,          613567872,    33554432,         32,               25,                      0,                 0,               27,                      6,      5,             0,            1,  b_link_tree,           32,       187.389,       14.592
 1288923007,         5.566,              1,          613567872,   134217728,         32,               25,                      2,                 0,               27,                      6,      5,             0,            1,  b_link_tree,           32,        95.064,       14.614
 1288923007,         5.566,              1,          613567872,   536870912,         32,               25,                      4,                 0,               27,                      6,      5,             0,            1,  b_link_tree,           32,        76.966,       14.603
 1288923007,         5.571,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               27,                      6,      5,             0,            1,  b_link_tree,           32,        67.597,       14.633
 1288923007,         5.562,              1,          613567872,    33554432,         32,               25,                      0,                 0,               27,                      8,      5,             0,            0,  b_link_tree,           32,      5516.000,        0.000
 1288923007,         5.569,              1,          613567872,   134217728,         32,               25,                      2,                 0,               27,                      8,      5,             0,            0,  b_link_tree,           32,      1457.879,        0.000
 1288923007,         5.566,              1,          613567872,   536870912,         32,               25,                      4,                 0,               27,                      8,      5,             0,            0,  b_link_tree,           32,       428.923,        0.000
 1288923007,         5.573,              1,          613567872,  2147483648,         32,               25,                      6,                 0,               27,                      8,      5,             0,            0,  b_link_tree,           32,       164.133,        0.000
 1288923007,         5.561,              1,          613567872,    33554432,         32,               25,                      0,                 0,               27,                      8,      5,             0,            1,  b_link_tree,           32,       593.335,       14.609
